"","h_a","xG","xGA","npxG","npxGA","deep","deep_allowed","scored","conceded","xpts","result","date","wins","draws","losses","pts","npxGD","team","ppda_cal","allowed_ppda","cum_points","round","cum_goal","cum_conceded","Referee","HS","HST","HF","HC","HY","HR","AS","AST","AF","AC","AY","AR","B365H","B365D","B365A","HtrgPerc","AtrgPerc","match_id","shots","shots_target","yellow_cards","red_cards","fouls","corners"
"346","a",0.144318,0.138532,0.144318,0.138532,0,6,1,0,1.1229,"w",2019-12-21,1,0,0,3,0.00578600000000001,"Burnley",8.39285714285714,5.55555555555556,24,18,23,29,"M Atkinson",3,0,13,4,2,0,2,1,21,5,4,0,2.4,3.4,2.9,0,0.5,173,2,1,4,0,21,5
"347","a",0.985368,0.714368,0.985368,0.714368,14,6,0,1,1.524,"l",2019-12-21,0,0,1,0,0.271,"Crystal Palace",8.65217391304348,12.5,23,18,15,20,"S Hooper",8,3,12,4,2,0,16,4,11,5,0,0,2.37,3.1,3.25,0.375,0.25,174,16,4,0,0,11,5
"348","h",0.714368,0.985368,0.714368,0.985368,6,14,1,0,1.1211,"w",2019-12-21,1,0,0,3,-0.271,"Newcastle United",12.5,8.65217391304348,25,18,18,24,"S Hooper",8,3,12,4,2,0,16,4,11,5,0,0,2.37,3.1,3.25,0.375,0.25,174,8,3,2,0,12,4
"349","h",1.26536,1.65224,1.26536,1.65224,4,2,1,2,1.0513,"l",2019-12-21,0,0,1,0,-0.38688,"Norwich",14.5882352941176,9.46153846153846,12,18,19,37,"P Bankes",13,7,7,3,2,0,14,4,14,11,4,0,3.75,3.8,1.9,0.538461538461538,0.285714285714286,175,13,7,2,0,7,3
"350","a",1.65933,0.428371,1.65933,0.428371,1,9,1,0,2.4205,"w",2019-12-21,1,0,0,3,1.230959,"Sheffield United",20.2222222222222,8.53333333333333,28,18,22,16,"R Jones",9,2,6,4,1,0,7,2,11,3,3,0,2.2,3.25,3.5,0.222222222222222,0.285714285714286,175,7,2,3,0,11,3
"351","a",2.63444,0.921054,2.63444,0.921054,5,6,3,1,2.5233,"w",2019-12-21,1,0,0,3,1.713386,"Southampton",12,10.4375,18,18,21,37,"C Pawson",19,6,16,7,2,0,17,8,15,5,1,0,2.4,3.6,2.8,0.315789473684211,0.470588235294118,176,17,8,1,0,15,5
"352","a",1.65224,1.26536,1.65224,1.26536,2,4,2,1,1.6819,"w",2019-12-21,1,0,0,3,0.38688,"Wolves",9.46153846153846,14.5882352941176,27,18,26,22,"P Bankes",13,7,7,3,2,0,14,4,14,11,4,0,3.75,3.8,1.9,0.538461538461538,0.285714285714286,176,14,4,4,0,14,11
"353","a",1.01388,3.59139,1.01388,2.83026,0,17,1,3,0.1476,"l",2019-12-21,0,0,1,0,-1.81638,"Leicester",32.9166666666667,8.625,39,18,41,14,"M Dean",23,12,14,6,2,0,5,2,9,1,2,0,1.36,5.25,7.5,0.521739130434783,0.4,177,5,2,2,0,9,1
"354","h",3.59139,1.01388,2.83026,1.01388,17,0,3,1,2.781,"w",2019-12-21,1,0,0,3,1.81638,"Man City",8.625,32.9166666666667,38,18,50,20,"M Dean",23,12,14,6,2,0,5,2,9,1,2,0,1.36,5.25,7.5,0.521739130434783,0.4,177,23,12,2,0,14,6
"355","a",1.5309,1.59291,1.5309,0.83174,8,8,0,2,1.3005,"l",2019-12-22,0,0,1,0,0.69916,"Man United",5.41666666666667,8.875,25,18,26,22,"L Mason",11,3,16,3,3,0,17,8,11,5,1,0,4.33,4,1.75,0.272727272727273,0.470588235294118,178,17,8,1,0,11,5
"356","h",1.59291,1.5309,0.83174,1.5309,8,8,2,0,1.4184,"w",2019-12-22,1,0,0,3,-0.69916,"Watford",8.875,5.41666666666667,12,18,11,32,"L Mason",11,3,16,3,3,0,17,8,11,5,1,0,4.33,4,1.75,0.272727272727273,0.470588235294118,178,11,3,3,0,16,3
"357","a",1.49374,0.276667,0.732575,0.276667,8,7,2,0,2.4938,"w",2019-12-22,1,0,0,3,0.455908,"Chelsea",10.4,12.7826086956522,32,18,33,25,"A Taylor",5,1,9,3,4,1,13,3,11,5,3,0,2.37,3.75,2.75,0.2,0.230769230769231,179,13,3,3,0,11,5
"358","h",0.276667,1.49374,0.276667,0.732575,7,8,0,2,0.314,"l",2019-12-22,0,0,1,0,-0.455908,"Tottenham",12.7826086956522,10.4,26,18,32,26,"A Taylor",5,1,9,3,4,1,13,3,11,5,3,0,2.37,3.75,2.75,0.2,0.230769230769231,179,5,1,4,1,9,3
"359","a",1.09007,1.02645,1.09007,1.02645,2,7,1,2,1.418,"l",2019-12-26,0,0,1,0,0.06362,"Brighton",9.69230769230769,10.125,20,19,22,28,"G Scott",11,5,10,9,4,0,11,5,9,2,2,0,1.53,4.33,6,0.454545454545455,0.454545454545455,180,11,5,2,0,9,2
"360","h",1.02645,1.09007,1.02645,1.09007,7,2,2,1,1.2662,"w",2019-12-26,1,0,0,3,-0.06362,"Tottenham",10.125,9.69230769230769,29,19,34,27,"G Scott",11,5,10,9,4,0,11,5,9,2,2,0,1.53,4.33,6,0.454545454545455,0.454545454545455,180,11,5,4,0,10,9
"361","a",1.42464,1.55463,1.42464,1.55463,13,9,1,1,1.2272,"d",2019-12-26,0,1,0,1,-0.12999,"Arsenal",7.65384615384615,23.8,24,19,25,28,"S Attwell",12,4,5,8,4,0,17,2,13,3,4,0,3.5,3.9,1.95,0.333333333333333,0.117647058823529,181,17,2,4,0,13,3
"362","h",0.654194,1.45005,0.654194,1.45005,4,3,1,0,0.7351,"w",2019-12-26,1,0,0,3,-0.795856,"Aston Villa",11.5217391304348,9.22222222222222,18,19,25,33,"C Kavanagh",11,2,15,5,2,0,16,6,12,8,3,0,2.1,3.75,3.3,0.181818181818182,0.375,181,11,2,2,0,15,5
"363","h",1.55463,1.42464,1.55463,1.42464,9,13,1,1,1.4987,"d",2019-12-26,0,1,0,1,0.12999,"Bournemouth",23.8,7.65384615384615,20,19,20,26,"S Attwell",12,4,5,8,4,0,17,2,13,3,4,0,3.5,3.9,1.95,0.333333333333333,0.117647058823529,182,12,4,4,0,5,8
"364","a",0.565252,1.47521,0.565252,1.47521,1,2,0,1,0.5894,"l",2019-12-26,0,0,1,0,-0.909958,"Burnley",13.0833333333333,5.52631578947368,24,19,23,30,"A Taylor",21,5,15,10,0,0,6,0,14,2,0,0,1.7,3.75,5,0.238095238095238,0,182,6,0,0,0,14,2
"365","h",0.859973,0.981321,0.859973,0.981321,10,2,0,2,1.1896,"l",2019-12-26,0,0,1,0,-0.121348,"Chelsea",5.11111111111111,12.5357142857143,32,19,33,27,"J Moss",10,3,10,8,3,0,5,3,9,1,2,0,1.33,5.25,9,0.3,0.6,183,10,3,3,0,10,8
"366","h",2.14195,0.796338,2.14195,0.796338,12,8,2,1,2.3715,"w",2019-12-26,1,0,0,3,1.345612,"Crystal Palace",9.94117647058824,9.90909090909091,26,19,17,21,"A Marriner",13,4,5,7,0,0,10,2,10,6,2,0,2.3,3.4,3.1,0.307692307692308,0.2,183,13,4,0,0,5,7
"367","h",1.47521,0.565252,1.47521,0.565252,2,1,1,0,2.138,"w",2019-12-26,1,0,0,3,0.909958,"Everton",5.52631578947368,13.0833333333333,22,19,21,29,"A Taylor",21,5,15,10,0,0,6,0,14,2,0,0,1.7,3.75,5,0.238095238095238,0,184,21,5,0,0,15,10
"368","a",1.45005,0.654194,1.45005,0.654194,3,4,0,1,2.0065,"l",2019-12-26,0,0,1,0,0.795856,"Norwich",9.22222222222222,11.5217391304348,12,19,19,38,"C Kavanagh",11,2,15,5,2,0,16,6,12,8,3,0,2.1,3.75,3.3,0.181818181818182,0.375,184,16,6,3,0,12,8
"369","h",2.04481,0.596611,1.28364,0.596611,6,6,1,1,2.5145,"d",2019-12-26,0,1,0,1,0.687029,"Sheffield United",13.2,20.4285714285714,29,19,23,17,"D Coote",16,4,11,9,1,0,5,2,8,1,3,0,1.83,3.6,4.33,0.25,0.4,185,16,4,1,0,11,9
"370","a",0.981321,0.859973,0.981321,0.859973,2,10,2,0,1.4689,"w",2019-12-26,1,0,0,3,0.121348,"Southampton",12.5357142857143,5.11111111111111,21,19,23,37,"J Moss",10,3,10,8,3,0,5,3,9,1,2,0,1.33,5.25,9,0.3,0.6,185,5,3,2,0,9,1
"371","a",0.596611,2.04481,0.596611,1.28364,6,6,1,1,0.3239,"d",2019-12-26,0,1,0,1,-0.687029,"Watford",20.4285714285714,13.2,13,19,12,33,"D Coote",16,4,11,9,1,0,5,2,8,1,3,0,1.83,3.6,4.33,0.25,0.4,186,5,2,3,0,8,1
"372","a",0.796338,2.14195,0.796338,2.14195,8,12,1,2,0.4473,"l",2019-12-26,0,0,1,0,-1.345612,"West Ham",9.90909090909091,9.94117647058824,19,18,20,30,"A Marriner",13,4,5,7,0,0,10,2,10,6,2,0,2.3,3.4,3.1,0.307692307692308,0.2,186,10,2,2,0,10,6
"373","h",1.99638,1.05018,1.99638,1.05018,6,4,4,1,2.0736,"w",2019-12-26,1,0,0,3,0.9462,"Man United",5.51851851851852,40.4545454545455,28,19,30,23,"K Friend",22,10,10,5,2,0,7,2,7,0,2,0,1.33,5.25,9,0.454545454545455,0.285714285714286,187,22,10,2,0,10,5
"374","a",1.05018,1.99638,1.05018,1.99638,4,6,1,4,0.6888,"l",2019-12-26,0,0,1,0,-0.9462,"Newcastle United",40.4545454545455,5.51851851851852,25,19,19,28,"K Friend",22,10,10,5,2,0,7,2,7,0,2,0,1.33,5.25,9,0.454545454545455,0.285714285714286,187,7,2,2,0,7,0
"375","h",0.120994,3.76973,0.120994,3.00856,3,6,0,4,0.0095,"l",2019-12-26,0,0,1,0,-2.887566,"Leicester",20.4705882352941,11.4347826086957,39,19,41,18,"M Oliver",3,0,5,2,1,0,15,6,7,8,1,0,3.4,3.75,2.05,0,0.4,188,3,0,1,0,5,2
"376","a",3.76973,0.120994,3.00856,0.120994,6,3,4,0,2.9819,"w",2019-12-26,1,0,0,3,2.887566,"Liverpool",11.4347826086957,20.4705882352941,52,18,46,14,"M Oliver",3,0,5,2,1,0,15,6,7,8,1,0,3.4,3.75,2.05,0,0.4,188,15,6,1,0,7,8
"377","a",1.52044,2.39405,0.614563,2.39405,1,4,2,3,0.6904,"l",2019-12-27,0,0,1,0,-1.779487,"Man City",18.8,13.0588235294118,38,19,52,23,"M Atkinson",20,8,7,3,0,0,7,3,13,1,1,1,8.5,5,1.36,0.4,0.428571428571429,189,7,3,1,1,13,1
"378","h",2.39405,1.52044,2.39405,0.614563,4,1,3,2,2.074,"w",2019-12-27,1,0,0,3,1.779487,"Wolves",13.0588235294118,18.8,30,19,29,24,"M Atkinson",20,8,7,3,0,0,7,3,13,1,1,1,8.5,5,1.36,0.4,0.428571428571429,189,20,8,0,0,7,3
"379","a",0.500726,1.05876,0.500726,1.05876,5,11,0,2,0.8032,"l",2019-12-28,0,0,1,0,-0.558034,"Bournemouth",17.125,9.375,20,20,20,28,"P Tierney",16,6,8,9,0,0,10,2,11,2,2,0,1.75,3.9,4.33,0.375,0.2,190,10,2,2,0,11,2
"380","h",1.05876,0.500726,1.05876,0.500726,11,5,2,0,1.8676,"w",2019-12-28,1,0,0,3,0.558034,"Brighton",9.375,17.125,23,20,24,28,"P Tierney",16,6,8,9,0,0,10,2,11,2,2,0,1.75,3.9,4.33,0.375,0.2,190,16,6,0,0,8,9
"381","a",0.610997,3.25314,0.610997,2.49197,6,8,0,3,0.1056,"l",2019-12-28,0,0,1,0,-1.880973,"Aston Villa",16,8.76,18,20,25,36,"S Hooper",20,6,16,6,3,1,11,2,9,3,1,0,1.95,3.8,3.6,0.3,0.181818181818182,191,11,2,1,0,9,3
"382","a",0.137837,1.47937,0.137837,1.47937,2,4,1,1,0.2757,"d",2019-12-28,0,1,0,1,-1.341533,"Crystal Palace",19.3571428571429,5.41176470588235,27,20,18,22,"A Madley",14,5,13,12,1,0,5,2,7,4,2,0,1.95,3.6,3.8,0.357142857142857,0.4,191,5,2,2,0,7,4
"383","a",2.82576,1.63211,2.82576,1.63211,6,6,2,1,2.1729,"w",2019-12-28,1,0,0,3,1.19365,"Everton",8.5,14.7058823529412,25,20,23,30,"L Mason",20,5,13,5,2,0,22,9,13,8,2,0,3.6,3.4,2.05,0.25,0.409090909090909,192,22,9,2,0,13,8
"384","h",1.63211,2.82576,1.63211,2.82576,6,6,1,2,0.6507,"l",2019-12-28,0,0,1,0,-1.19365,"Newcastle United",14.7058823529412,8.5,25,20,20,30,"L Mason",20,5,13,5,2,0,22,9,13,8,2,0,3.6,3.4,2.05,0.25,0.409090909090909,192,20,5,2,0,13,5
"385","h",1.47937,0.137837,1.47937,0.137837,4,2,1,1,2.5254,"d",2019-12-28,0,1,0,1,1.341533,"Southampton",5.41176470588235,19.3571428571429,22,20,24,38,"A Madley",14,5,13,12,1,0,5,2,7,4,2,0,1.95,3.6,3.8,0.357142857142857,0.4,193,14,5,1,0,13,12
"386","h",3.25314,0.610997,2.49197,0.610997,8,6,3,0,2.8371,"w",2019-12-28,1,0,0,3,1.880973,"Watford",8.76,16,16,20,15,33,"S Hooper",20,6,16,6,3,1,11,2,9,3,1,0,1.95,3.8,3.6,0.3,0.181818181818182,193,20,6,3,1,16,6
"387","a",2.62349,0.782104,1.86232,0.782104,8,7,2,1,2.6164,"w",2019-12-28,1,0,0,3,1.080216,"Leicester",7.59090909090909,8.94117647058824,42,20,43,19,"D Coote",14,4,16,5,4,0,13,8,4,5,1,0,4,3.9,1.83,0.285714285714286,0.615384615384615,194,13,8,1,0,4,5
"388","h",0.268052,1.82189,0.268052,1.06076,4,11,2,2,0.2199,"d",2019-12-28,0,1,0,1,-0.792708,"Norwich",8.46666666666667,9.8,13,20,21,40,"K Friend",5,2,12,4,3,0,15,7,10,6,3,0,5,4,1.66,0.4,0.466666666666667,194,5,2,3,0,12,4
"389","a",1.82189,0.268052,1.06076,0.268052,11,4,2,2,2.6391,"d",2019-12-28,0,1,0,1,0.792708,"Tottenham",9.8,8.46666666666667,30,20,36,29,"K Friend",5,2,12,4,3,0,15,7,10,6,3,0,5,4,1.66,0.4,0.466666666666667,195,15,7,3,0,10,6
"390","h",0.782104,2.62349,0.782104,1.86232,7,8,1,2,0.2692,"l",2019-12-28,0,0,1,0,-1.080216,"West Ham",8.94117647058824,7.59090909090909,19,19,21,32,"D Coote",14,4,16,5,4,0,13,8,4,5,1,0,4,3.9,1.83,0.285714285714286,0.615384615384615,195,14,4,4,0,16,5
"391","h",0.386662,2.10542,0.386662,2.10542,3,9,0,2,0.2001,"l",2019-12-28,0,0,1,0,-1.718758,"Burnley",13.5,8.33333333333333,24,20,23,32,"M Dean",8,1,17,5,4,0,14,5,10,4,3,0,4.33,3.75,1.8,0.125,0.357142857142857,196,8,1,4,0,17,5
"392","a",2.10542,0.386662,2.10542,0.386662,9,3,2,0,2.6844,"w",2019-12-28,1,0,0,3,1.718758,"Man United",8.33333333333333,13.5,31,20,32,23,"M Dean",8,1,17,5,4,0,14,5,10,4,3,0,4.33,3.75,1.8,0.125,0.357142857142857,196,14,5,3,0,10,4
"393","h",0.785214,1.49666,0.785214,1.49666,7,8,1,2,0.7611,"l",2019-12-29,0,0,1,0,-0.711446,"Arsenal",14.0434782608696,6.89473684210526,24,20,26,30,"C Pawson",7,2,13,2,5,0,13,4,19,3,4,0,2.87,3.75,2.3,0.285714285714286,0.307692307692308,197,7,2,5,0,13,2
"394","a",1.49666,0.785214,1.49666,0.785214,8,7,2,1,1.968,"w",2019-12-29,1,0,0,3,0.711446,"Chelsea",6.89473684210526,14.0434782608696,35,20,35,28,"C Pawson",7,2,13,2,5,0,13,4,19,3,4,0,2.87,3.75,2.3,0.285714285714286,0.307692307692308,197,13,4,4,0,19,3
"395","h",1.49124,0.363764,1.49124,0.363764,14,3,1,0,2.3516,"w",2019-12-29,1,0,0,3,1.127476,"Liverpool",6.26666666666667,21.3333333333333,55,19,47,14,"A Taylor",10,3,7,5,1,0,10,2,3,6,0,0,1.25,5.75,12,0.3,0.2,198,10,3,1,0,7,5
"396","a",0.363764,1.49124,0.363764,1.49124,3,14,0,1,0.4244,"l",2019-12-29,0,0,1,0,-1.127476,"Wolves",21.3333333333333,6.26666666666667,30,20,29,25,"A Taylor",10,3,7,5,1,0,10,2,3,6,0,0,1.25,5.75,12,0.3,0.2,198,10,2,0,0,3,6
"397","h",1.08628,1.23346,1.08628,1.23346,9,2,2,0,1.2135,"w",2019-12-29,1,0,0,3,-0.14718,"Man City",10.9230769230769,34.5714285714286,41,20,54,23,"C Kavanagh",16,4,5,8,1,0,8,0,6,5,1,0,1.16,7.5,16,0.25,0,199,16,4,1,0,5,8
"398","a",1.23346,1.08628,1.23346,1.08628,2,9,0,2,1.4862,"l",2019-12-29,0,0,1,0,0.14718,"Sheffield United",34.5714285714286,10.9230769230769,29,20,23,19,"C Kavanagh",16,4,5,8,1,0,8,0,6,5,1,0,1.16,7.5,16,0.25,0,199,8,0,1,0,6,5
"399","a",1.74824,2.34418,1.74824,2.34418,5,9,2,1,0.9398,"w",2020-01-01,1,0,0,3,-0.59594,"Aston Villa",26.5,7.94444444444444,21,21,27,37,"M Oliver",20,1,12,8,1,0,11,6,10,4,1,0,1.75,3.8,4.33,0.05,0.545454545454545,200,11,6,1,0,10,4
"400","h",1.56978,1.57497,1.56978,1.57497,10,7,1,1,1.3708,"d",2020-01-01,0,1,0,1,-0.00519000000000003,"Brighton",12.1481481481481,8.53125,24,21,25,29,"S Attwell",16,5,8,5,2,0,16,5,15,3,3,0,3.6,3.6,1.95,0.3125,0.3125,200,16,5,2,0,8,5
"401","h",2.34418,1.74824,2.34418,1.74824,9,5,1,2,1.8281,"l",2020-01-01,0,0,1,0,0.59594,"Burnley",7.94444444444444,26.5,24,21,24,34,"M Oliver",20,1,12,8,1,0,11,6,10,4,1,0,1.75,3.8,4.33,0.05,0.545454545454545,201,20,1,1,0,12,8
"402","a",1.57497,1.56978,1.57497,1.56978,7,10,1,1,1.3333,"d",2020-01-01,0,1,0,1,0.00519000000000003,"Chelsea",8.53125,12.1481481481481,36,21,36,29,"S Attwell",16,5,8,5,2,0,16,5,15,3,3,0,3.6,3.6,1.95,0.3125,0.3125,201,16,5,3,0,15,3
"403","a",2.43642,0.780118,2.43642,0.780118,16,2,3,0,2.5794,"w",2020-01-01,1,0,0,3,1.656302,"Leicester",3.58823529411765,39.9230769230769,45,21,46,19,"M Atkinson",5,2,8,4,1,0,17,10,12,5,1,0,5,3.8,1.66,0.4,0.588235294117647,202,17,10,1,0,12,5
"404","h",0.780118,2.43642,0.780118,2.43642,2,16,0,3,0.276,"l",2020-01-01,0,0,1,0,-1.656302,"Newcastle United",39.9230769230769,3.58823529411765,25,21,20,33,"M Atkinson",5,2,8,4,1,0,17,10,12,5,1,0,5,3.8,1.66,0.4,0.588235294117647,202,5,2,1,0,8,4
"405","h",1.51192,1.078,1.51192,1.078,4,4,1,0,1.7049,"w",2020-01-01,1,0,0,3,0.43392,"Southampton",6.375,6.43478260869565,25,21,25,38,"M Dean",12,3,21,6,3,0,11,5,8,9,4,0,3.3,3.5,2.1,0.25,0.454545454545455,203,12,3,3,0,21,6
"406","a",1.078,1.51192,1.078,1.51192,4,4,0,1,1.0095,"l",2020-01-01,0,0,1,0,-0.43392,"Tottenham",6.43478260869565,6.375,30,21,36,30,"M Dean",12,3,21,6,3,0,11,5,8,9,4,0,3.3,3.5,2.1,0.25,0.454545454545455,203,11,5,4,0,8,9
"407","h",1.07053,1.23252,1.07053,1.23252,7,7,2,1,1.2322,"w",2020-01-01,1,0,0,3,-0.16199,"Watford",20.1176470588235,8.45,19,21,17,34,"A Madley",9,3,12,4,3,1,16,4,6,7,1,0,3,3.4,2.3,0.333333333333333,0.25,204,9,3,3,1,12,4
"408","a",1.23252,1.07053,1.23252,1.07053,7,7,1,2,1.4698,"l",2020-01-01,0,0,1,0,0.16199,"Wolves",8.45,20.1176470588235,30,21,30,27,"A Madley",9,3,12,4,3,1,16,4,6,7,1,0,3,3.4,2.3,0.333333333333333,0.25,204,16,4,1,0,6,7
"409","a",0.720709,2.32825,0.720709,1.56708,4,8,0,4,0.2748,"l",2020-01-01,0,0,1,0,-0.846371,"Bournemouth",15.9333333333333,22.5263157894737,20,21,20,32,"G Scott",14,7,3,9,1,0,3,2,12,2,2,0,1.9,3.75,3.8,0.5,0.666666666666667,205,3,2,2,0,12,2
"410","a",1.29896,1.66454,1.29896,1.66454,7,7,1,1,1.0736,"d",2020-01-01,0,1,0,1,-0.36558,"Crystal Palace",8,11.2727272727273,28,21,19,23,"J Moss",15,4,12,2,5,0,12,3,9,5,0,0,2.5,3.4,2.75,0.266666666666667,0.25,205,12,3,0,0,9,5
"411","a",0.848942,1.79757,0.848942,1.79757,2,9,1,2,0.6552,"l",2020-01-01,0,0,1,0,-0.948628,"Everton",22.5217391304348,10.28,25,21,24,32,"A Marriner",16,7,11,3,0,0,7,2,11,6,4,0,1.25,6.5,10,0.4375,0.285714285714286,206,7,2,4,0,11,6
"412","h",1.79757,0.848942,1.79757,0.848942,9,2,2,1,2.085,"w",2020-01-01,1,0,0,3,0.948628,"Man City",10.28,22.5217391304348,44,21,56,24,"A Marriner",16,7,11,3,0,0,7,2,11,6,4,0,1.25,6.5,10,0.4375,0.285714285714286,206,16,7,0,0,11,3
"413","h",1.66454,1.29896,1.66454,1.29896,7,7,1,1,1.6349,"d",2020-01-01,0,1,0,1,0.36558,"Norwich",11.2727272727273,8,14,21,22,41,"J Moss",15,4,12,2,5,0,12,3,9,5,0,0,2.5,3.4,2.75,0.266666666666667,0.25,207,15,4,5,0,12,2
"414","h",2.32825,0.720709,1.56708,0.720709,8,4,4,0,2.5677,"w",2020-01-01,1,0,0,3,0.846371,"West Ham",22.5263157894737,15.9333333333333,22,20,25,32,"G Scott",14,7,3,9,1,0,3,2,12,2,2,0,1.9,3.75,3.8,0.5,0.666666666666667,207,14,7,1,0,3,9
"415","h",1.90747,0.715563,1.90747,0.715563,8,5,2,0,2.3441,"w",2020-01-01,1,0,0,3,1.191907,"Arsenal",13.5652173913043,11.2413793103448,27,21,28,30,"C Kavanagh",10,4,11,1,2,0,10,4,15,4,0,0,2.55,3.6,2.62,0.4,0.4,208,10,4,2,0,11,1
"416","a",0.715563,1.90747,0.715563,1.90747,5,8,0,2,0.4541,"l",2020-01-01,0,0,1,0,-1.191907,"Man United",11.2413793103448,13.5652173913043,31,21,32,25,"C Kavanagh",10,4,11,1,2,0,10,4,15,4,0,0,2.55,3.6,2.62,0.4,0.4,208,10,4,0,0,15,4
"417","h",3.0465,0.634607,3.0465,0.634607,16,7,2,0,2.8575,"w",2020-01-02,1,0,0,3,2.411893,"Liverpool",14.5833333333333,32.6842105263158,58,20,49,14,"P Tierney",19,7,5,8,0,0,3,2,8,4,0,0,1.2,6.5,13,0.368421052631579,0.666666666666667,209,19,7,0,0,5,8
"418","a",0.634607,3.0465,0.634607,3.0465,7,16,0,2,0.0834,"l",2020-01-02,0,0,1,0,-2.411893,"Sheffield United",32.6842105263158,14.5833333333333,29,21,23,21,"P Tierney",19,7,5,8,0,0,3,2,8,4,0,0,1.2,6.5,13,0.368421052631579,0.666666666666667,209,3,2,0,0,8,4
"419","h",2.02768,0.90477,2.02768,0.90477,4,3,1,0,2.2167,"w",2020-01-10,1,0,0,3,1.12291,"Sheffield United",9.92857142857143,10.9473684210526,32,22,24,21,"M Oliver",13,3,11,7,1,0,7,2,6,3,0,0,1.95,3.4,4,0.230769230769231,0.285714285714286,210,13,3,1,0,11,7
"420","a",0.90477,2.02768,0.90477,2.02768,3,4,0,1,0.5763,"l",2020-01-10,0,0,1,0,-1.12291,"West Ham",10.9473684210526,9.92857142857143,22,21,25,33,"M Oliver",13,3,11,7,1,0,7,2,6,3,0,0,1.95,3.4,4,0.230769230769231,0.285714285714286,210,7,2,0,0,6,3
"421","a",1.43924,0.317862,1.43924,0.317862,8,5,1,1,2.5653,"d",2020-01-11,0,1,0,1,1.121378,"Arsenal",5.6875,8.81818181818182,28,22,29,31,"P Tierney",6,3,14,1,2,0,7,4,22,4,3,1,4.1,3.9,1.8,0.5,0.571428571428571,211,7,4,3,1,22,4
"422","h",0.317862,1.43924,0.317862,1.43924,5,8,1,1,0.2649,"d",2020-01-11,0,1,0,1,-1.121378,"Crystal Palace",8.81818181818182,5.6875,29,22,20,24,"P Tierney",6,3,14,1,2,0,7,4,22,4,3,1,4.1,3.9,1.8,0.5,0.571428571428571,211,6,3,2,0,14,1
"423","a",1.53324,2.02533,1.53324,2.02533,6,10,0,1,1.0255,"l",2020-01-11,0,0,1,0,-0.49209,"Brighton",17.4375,8.68965517241379,24,22,25,30,"D Coote",14,6,7,4,2,0,9,2,7,3,1,0,1.85,3.8,4,0.428571428571429,0.222222222222222,212,9,2,1,0,7,3
"424","a",0.717407,2.87633,0.717407,2.11516,1,10,0,3,0.1711,"l",2020-01-11,0,0,1,0,-1.397753,"Burnley",28.8181818181818,9.58823529411765,24,22,24,37,"K Friend",18,8,7,10,0,0,7,2,4,3,3,0,1.28,5.5,11,0.444444444444444,0.285714285714286,212,7,2,3,0,4,3
"425","h",2.87633,0.717407,2.11516,0.717407,10,1,3,0,2.7319,"w",2020-01-11,1,0,0,3,1.397753,"Chelsea",9.58823529411765,28.8181818181818,39,22,39,29,"K Friend",18,8,7,10,0,0,7,2,4,3,3,0,1.28,5.5,11,0.444444444444444,0.285714285714286,213,18,8,0,0,7,10
"426","h",2.02533,1.53324,2.02533,1.53324,10,6,1,0,1.7227,"w",2020-01-11,1,0,0,3,0.49209,"Everton",8.68965517241379,17.4375,28,22,25,32,"D Coote",14,6,7,4,2,0,9,2,7,3,1,0,1.85,3.8,4,0.428571428571429,0.222222222222222,213,14,6,2,0,7,4
"427","h",0.780114,2.40601,0.780114,2.40601,2,3,1,2,0.3319,"l",2020-01-11,0,0,1,0,-1.625896,"Leicester",12,7.72727272727273,45,22,47,21,"L Mason",5,5,9,2,0,0,16,10,17,4,3,0,1.6,4,5.5,1,0.625,214,5,5,0,0,9,2
"428","h",3.13456,0.275987,2.37339,0.275987,17,4,4,0,2.9393,"w",2020-01-11,1,0,0,3,2.097403,"Man United",5,15.8947368421053,34,22,36,25,"A Taylor",13,6,18,4,0,0,8,3,7,2,0,0,1.33,5.25,8.5,0.461538461538462,0.375,214,13,6,0,0,18,4
"429","a",0.184495,2.04805,0.184495,2.04805,2,2,1,1,0.1223,"d",2020-01-11,0,1,0,1,-1.863555,"Newcastle United",16.695652173913,4.73333333333333,26,22,21,34,"P Bankes",9,4,13,5,0,0,5,1,12,2,3,0,1.44,4.5,7.5,0.444444444444444,0.2,215,5,1,3,0,12,2
"430","a",0.275987,3.13456,0.275987,2.37339,4,17,0,4,0.0353,"l",2020-01-11,0,0,1,0,-2.097403,"Norwich",15.8947368421053,5,14,22,22,45,"A Taylor",13,6,18,4,0,0,8,3,7,2,0,0,1.33,5.25,8.5,0.461538461538462,0.375,215,8,3,0,0,7,2
"431","a",2.40601,0.780114,2.40601,0.780114,3,2,2,1,2.5171,"w",2020-01-11,1,0,0,3,1.625896,"Southampton",7.72727272727273,12,28,22,27,39,"L Mason",5,5,9,2,0,0,16,10,17,4,3,0,1.6,4,5.5,1,0.625,216,16,10,3,0,17,4
"432","h",2.04805,0.184495,2.04805,0.184495,2,2,1,1,2.7887,"d",2020-01-11,0,1,0,1,1.863555,"Wolves",4.73333333333333,16.695652173913,31,22,31,28,"P Bankes",9,4,13,5,0,0,5,1,12,2,3,0,1.44,4.5,7.5,0.444444444444444,0.2,216,9,4,0,0,13,5
